"source_object","field_api_name","relationship_name","relationship_type","target_object","target_resolution","raw_data_type"
"SCMFFA__SCM_FFA_Plugins__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMFFA__SCM_FFA_Plugins__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMFFA__SCM_FFA_Plugins__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMFFA__SCM_FFA_Plugins__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"SCMFFA__SCM_FFA_Plugins__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"SCMFFA__SCM_FFA_Plugins__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"SCMFFA__SCM_FFA_Plugins__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMFFA__SCM_Product_Mapping__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMFFA__SCM_Product_Mapping__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMFFA__SCM_Product_Mapping__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"SCMFFA__SCM_Product_Mapping__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"SCMFFA__SCM_Product_Mapping__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMFFA__SCM_Product_Mapping__c","SCMFFA__Product__c","SCMFFA__Product__r","Lookup","Product2","ReferenceTo","Lookup(Product)"
"SCMFFA__SCM_Product_Mapping__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMQT__Advanced_Quoting_Batch_Settings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__Advanced_Quoting_Batch_Settings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__Advanced_Quoting_Batch_Settings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMQT__Advanced_Quoting_Batch_Settings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"SCMQT__Advanced_Quoting_Batch_Settings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"SCMQT__Advanced_Quoting_Batch_Settings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"SCMQT__Advanced_Quoting_Batch_Settings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMQT__Advanced_Quoting_Settings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__Advanced_Quoting_Settings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__Advanced_Quoting_Settings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMQT__Advanced_Quoting_Settings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"SCMQT__Advanced_Quoting_Settings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"SCMQT__Advanced_Quoting_Settings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"SCMQT__Advanced_Quoting_Settings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMQT__Change_Request_Batch_Control_Log__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__Change_Request_Batch_Control_Log__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__Change_Request_Batch_Control_Log__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMQT__Change_Request_Batch_Control_Log__c","SCMQT__Change_Request__c","SCMQT__Change_Request__r","Lookup","SCMC__Change_Request__c","ReferenceTo","Master-Detail(Change Request)"
"SCMQT__Change_Request_Batch_Control_Log__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMQT__Customer_Quotation_Batch_Control_Log__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__Customer_Quotation_Batch_Control_Log__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__Customer_Quotation_Batch_Control_Log__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMQT__Customer_Quotation_Batch_Control_Log__c","SCMQT__Customer_Quotation__c","SCMQT__Customer_Quotation__r","Lookup","SCMC__Customer_Quotation__c","ReferenceTo","Master-Detail(Customer Quotation)"
"SCMQT__Customer_Quotation_Batch_Control_Log__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMQT__fflib_BatchProcess__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__fflib_BatchProcess__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__fflib_BatchProcess__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"SCMQT__fflib_BatchProcess__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"SCMQT__fflib_BatchProcess__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMQT__fflib_BatchProcess__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMQT__fflib_BatchProcessDetail__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__fflib_BatchProcessDetail__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__fflib_BatchProcessDetail__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMQT__fflib_BatchProcessDetail__c","SCMQT__BatchProcess__c","SCMQT__BatchProcess__r","Lookup","SCMQT__fflib_BatchProcess__c","ReferenceTo","Master-Detail(Batch Process)"
"SCMQT__fflib_BatchProcessDetail__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMQT__fflib_SchedulerConfiguration__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__fflib_SchedulerConfiguration__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__fflib_SchedulerConfiguration__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"SCMQT__fflib_SchedulerConfiguration__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"SCMQT__fflib_SchedulerConfiguration__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMQT__fflib_SchedulerConfiguration__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","SCMQT__Account__c","SCMQT__Account__r","Lookup","Account","ReferenceTo","Lookup(Account)"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","SCMQT__BatchProcess__c","SCMQT__BatchProcess__r","Lookup","SCMQT__fflib_BatchProcess__c","ReferenceTo","Lookup(Batch Process)"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"SCMQT__User_Field_Set_Preference__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__User_Field_Set_Preference__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__User_Field_Set_Preference__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"SCMQT__User_Field_Set_Preference__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"SCMQT__User_Field_Set_Preference__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"SCMQT__User_Field_Set_Preference__c","SCMQT__User__c","SCMQT__User__r","Lookup","User","ReferenceTo","Lookup(User)"
"SCMQT__User_Field_Set_Preference__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Async_Operation_Result__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Async_Operation_Result__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Async_Operation_Result__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"sf_devops__Async_Operation_Result__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"sf_devops__Async_Operation_Result__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Async_Operation_Result__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Back_Sync__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Back_Sync__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Back_Sync__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"sf_devops__Back_Sync__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"sf_devops__Back_Sync__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Back_Sync__c","sf_devops__Deployment_Result__c","sf_devops__Deployment_Result__r","Lookup","sf_devops__Deployment_Result__c","ReferenceTo","Lookup(Deployment Result)"
"sf_devops__Back_Sync__c","sf_devops__Destination_Environment__c","sf_devops__Destination_Environment__r","Lookup","sf_devops__Environment__c","ReferenceTo","Lookup(Environment)"
"sf_devops__Back_Sync__c","sf_devops__Operation_Result__c","sf_devops__Operation_Result__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Back_Sync__c","sf_devops__Source_Pipeline_Stage__c","sf_devops__Source_Pipeline_Stage__r","Lookup","sf_devops__Pipeline_Stage__c","ReferenceTo","Lookup(Pipeline Stage)"
"sf_devops__Back_Sync__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Branch__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Branch__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Branch__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"sf_devops__Branch__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"sf_devops__Branch__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Branch__c","sf_devops__Repository__c","sf_devops__Repository__r","Lookup","sf_devops__Repository__c","ReferenceTo","Lookup(Repository)"
"sf_devops__Branch__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Change_Bundle__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Change_Bundle__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Change_Bundle__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Change_Bundle__c","sf_devops__Project__c","sf_devops__Project__r","Lookup","sf_devops__Project__c","ReferenceTo","Master-Detail(Project)"
"sf_devops__Change_Bundle__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Change_Bundle_Install__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Change_Bundle_Install__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Change_Bundle_Install__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Change_Bundle_Install__c","sf_devops__Change_Bundle__c","sf_devops__Change_Bundle__r","Lookup","sf_devops__Change_Bundle__c","ReferenceTo","Master-Detail(Change Bundle)"
"sf_devops__Change_Bundle_Install__c","sf_devops__Deployment_Result__c","sf_devops__Deployment_Result__r","Lookup","sf_devops__Deployment_Result__c","ReferenceTo","Lookup(Deployment Result)"
"sf_devops__Change_Bundle_Install__c","sf_devops__Environment__c","sf_devops__Environment__r","Lookup","sf_devops__Environment__c","ReferenceTo","Lookup(Environment)"
"sf_devops__Change_Bundle_Install__c","sf_devops__Merge_Result__c","sf_devops__Merge_Result__r","Lookup","sf_devops__Merge_Result__c","ReferenceTo","Lookup(Merge Result)"
"sf_devops__Change_Bundle_Install__c","sf_devops__Status__c","sf_devops__Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Change_Bundle_Install__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Change_Submission__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Change_Submission__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Change_Submission__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Change_Submission__c","sf_devops__Creation_Result__c","sf_devops__Creation_Result__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Change_Submission__c","sf_devops__Inspection_Result__c","sf_devops__Inspection_Result__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Change_Submission__c","sf_devops__Repository__c","sf_devops__Repository__r","Lookup","sf_devops__Repository__c","ReferenceTo","Master-Detail(Repository)"
"sf_devops__Change_Submission__c","sf_devops__Submitted_By__c","sf_devops__Submitted_By__r","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Change_Submission__c","sf_devops__Work_Item__c","sf_devops__Work_Item__r","Lookup","sf_devops__Work_Item__c","ReferenceTo","Lookup(Work Item)"
"sf_devops__Change_Submission__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Deploy_Component__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Deploy_Component__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Deploy_Component__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Deploy_Component__c","sf_devops__Deployment_Result__c","sf_devops__Deployment_Result__r","Lookup","sf_devops__Deployment_Result__c","ReferenceTo","Master-Detail(Deployment Result)"
"sf_devops__Deploy_Component__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Deployment__e","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Deployment_Result__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Deployment_Result__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Deployment_Result__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"sf_devops__Deployment_Result__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"sf_devops__Deployment_Result__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Deployment_Result__c","sf_devops__Check_Deploy_Status__c","sf_devops__Check_Deploy_Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Deployment_Result__c","sf_devops__Status__c","sf_devops__Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Deployment_Result__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Environment__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Environment__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Environment__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Environment__c","sf_devops__Operation_Result__c","sf_devops__Operation_Result__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Environment__c","sf_devops__Project__c","sf_devops__Project__r","Lookup","sf_devops__Project__c","ReferenceTo","Master-Detail(Project)"
"sf_devops__Environment__c","sf_devops__Refresh_Source__c","sf_devops__Refresh_Source__r","Lookup","sf_devops__Environment__c","ReferenceTo","Lookup(Environment)"
"sf_devops__Environment__c","sf_devops__Replaces__c","sf_devops__Replaces__r","Lookup","sf_devops__Environment__c","ReferenceTo","Lookup(Environment)"
"sf_devops__Environment__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Hidden_Remote_Change__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Hidden_Remote_Change__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Hidden_Remote_Change__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Hidden_Remote_Change__c","sf_devops__Remote_Change__c","sf_devops__Remote_Change__r","Lookup","sf_devops__Remote_Change__c","ReferenceTo","Master-Detail(Remote Change)"
"sf_devops__Hidden_Remote_Change__c","sf_devops__Work_Item__c","sf_devops__Work_Item__r","Lookup","sf_devops__Work_Item__c","ReferenceTo","Master-Detail(Work Item)"
"sf_devops__Hidden_Remote_Change__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Merge_Result__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Merge_Result__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Merge_Result__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"sf_devops__Merge_Result__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"sf_devops__Merge_Result__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Merge_Result__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Object_Activity__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Object_Activity__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Object_Activity__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Object_Activity__c","sf_devops__Change_Submission__c","sf_devops__Change_Submission__r","Lookup","sf_devops__Change_Submission__c","ReferenceTo","Lookup(Change Submission)"
"sf_devops__Object_Activity__c","sf_devops__Environment__c","sf_devops__Environment__r","Lookup","sf_devops__Environment__c","ReferenceTo","Lookup(Environment)"
"sf_devops__Object_Activity__c","sf_devops__Operation_Result__c","sf_devops__Operation_Result__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Object_Activity__c","sf_devops__Parent_Activity__c","sf_devops__Parent_Activity__r","Lookup","sf_devops__Object_Activity__c","ReferenceTo","Lookup(Object Activity)"
"sf_devops__Object_Activity__c","sf_devops__Pipeline__c","sf_devops__Pipeline__r","Lookup","sf_devops__Pipeline__c","ReferenceTo","Lookup(Pipeline)"
"sf_devops__Object_Activity__c","sf_devops__Project__c","sf_devops__Project__r","Lookup","sf_devops__Project__c","ReferenceTo","Master-Detail(Project)"
"sf_devops__Object_Activity__c","sf_devops__Target_Pipeline_Stage__c","sf_devops__Target_Pipeline_Stage__r","Lookup","sf_devops__Pipeline_Stage__c","ReferenceTo","Lookup(Pipeline Stage)"
"sf_devops__Object_Activity__c","sf_devops__Work_Item__c","sf_devops__Work_Item__r","Lookup","sf_devops__Work_Item__c","ReferenceTo","Lookup(Work Item)"
"sf_devops__Object_Activity__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Pipeline__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Pipeline__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Pipeline__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Pipeline__c","sf_devops__Project__c","sf_devops__Project__r","Lookup","sf_devops__Project__c","ReferenceTo","Master-Detail(Project)"
"sf_devops__Pipeline__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Pipeline_Stage__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Pipeline_Stage__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Pipeline_Stage__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Pipeline_Stage__c","sf_devops__Branch__c","sf_devops__Branch__r","Lookup","sf_devops__Branch__c","ReferenceTo","Lookup(Branch)"
"sf_devops__Pipeline_Stage__c","sf_devops__Environment__c","sf_devops__Environment__r","Lookup","sf_devops__Environment__c","ReferenceTo","Lookup(Environment)"
"sf_devops__Pipeline_Stage__c","sf_devops__Next_Stage__c","sf_devops__Next_Stage__r","Lookup","sf_devops__Pipeline_Stage__c","ReferenceTo","Lookup(Pipeline Stage)"
"sf_devops__Pipeline_Stage__c","sf_devops__Operation_Status__c","sf_devops__Operation_Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Pipeline_Stage__c","sf_devops__Pipeline__c","sf_devops__Pipeline__r","Lookup","sf_devops__Pipeline__c","ReferenceTo","Master-Detail(Pipeline)"
"sf_devops__Pipeline_Stage__c","sf_devops__Swap_Status__c","sf_devops__Swap_Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Pipeline_Stage__c","sf_devops__Synch_State__c","sf_devops__Synch_State__r","Lookup","sf_devops__Vcs_Synch_State__c","ReferenceTo","Lookup(Vcs Synch State)"
"sf_devops__Pipeline_Stage__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Project__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Project__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Project__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"sf_devops__Project__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"sf_devops__Project__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Project__c","sf_devops__Platform_Repository__c","sf_devops__Platform_Repository__r","Lookup","sf_devops__Repository__c","ReferenceTo","Lookup(Repository)"
"sf_devops__Project__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Remote_Change__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Remote_Change__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Remote_Change__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Remote_Change__c","sf_devops__Change_Submission__c","sf_devops__Change_Submission__r","Lookup","sf_devops__Change_Submission__c","ReferenceTo","Lookup(Change Submission)"
"sf_devops__Remote_Change__c","sf_devops__Environment__c","sf_devops__Environment__r","Lookup","sf_devops__Environment__c","ReferenceTo","Master-Detail(Environment)"
"sf_devops__Remote_Change__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Repository__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Repository__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"sf_devops__Repository__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"sf_devops__Repository__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"sf_devops__Repository__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"sf_devops__Repository__c","sf_devops__Project_Generation_Status__c","sf_devops__Project_Generation_Status__r","Lookup","sf_devops__Async_Operation_Result__c","ReferenceTo","Lookup(Async Operation Result)"
"sf_devops__Repository__c","sf_devops__Vcs__c","sf_devops__Vcs__r","Lookup","sf_devops__Vcs__c","ReferenceTo","Lookup(Source Control System)"
"sf_devops__Repository__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"sf_devops__Source_Member_Reference__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
