"source_object","field_api_name","relationship_name","relationship_type","target_object","target_resolution","raw_data_type"
"ffirule__IntegrationRuleSourceTest__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleTargetLineItemTest__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleTargetLineItemTest__c","ffirule__ALookupField__c","ffirule__ALookupField__r","Lookup","ffirule__IntegrationRuleLineLookupTest__c","ReferenceTo","Lookup(ClickLink Line Lookup Test)"
"ffirule__IntegrationRuleTargetLineItemTest__c","ffirule__IntegrationRuleSourceLineItemTest__c","ffirule__IntegrationRuleSourceLineItemTest__r","Lookup","ffirule__IntegrationRuleSourceLineItemTest__c","ReferenceTo","Lookup(ClickLink Source Line Item Test)"
"ffirule__IntegrationRuleTargetLineItemTest__c","ffirule__IntegrationRuleTargetTest__c","ffirule__IntegrationRuleTargetTest__r","Lookup","ffirule__IntegrationRuleTargetTest__c","ReferenceTo","Master-Detail(ClickLink Target Test)"
"ffirule__IntegrationRuleTargetLineItemTest__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleTargetLineItemTest__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleTargetLineItemTest__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleTargetTest__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleTargetTest__c","ffirule__ALookupField__c","ffirule__ALookupField__r","Lookup","ffirule__IntegrationRuleLookupTest__c","ReferenceTo","Lookup(ClickLink Lookup Test)"
"ffirule__IntegrationRuleTargetTest__c","ffirule__AnotherLookupField__c","ffirule__AnotherLookupField__r","Lookup","ffirule__IntegrationRuleLookupTest__c","ReferenceTo","Lookup(ClickLink Lookup Test)"
"ffirule__IntegrationRuleTargetTest__c","ffirule__IntegrationRuleSourceTest__c","ffirule__IntegrationRuleSourceTest__r","Lookup","ffirule__IntegrationRuleSourceTest__c","ReferenceTo","Lookup(ClickLink Source Test)"
"ffirule__IntegrationRuleTargetTest__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleTargetTest__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleTargetTest__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleTargetTest__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleTargetTest__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffps_prt__RemittanceSettings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffps_prt__RemittanceSettings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffps_prt__RemittanceSettings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffps_prt__RemittanceSettings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"ffps_prt__RemittanceSettings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"ffps_prt__RemittanceSettings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"ffps_prt__RemittanceSettings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__ActionViewsPersonalSetting__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__ActionViewsPersonalSetting__c","ffr__InquiryTemplate__c","ffr__InquiryTemplate__r","Lookup","ffr__InquiryTemplate__c","ReferenceTo","Master-Detail(Action View Template)"
"ffr__ActionViewsPersonalSetting__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__ActionViewsPersonalSetting__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__ActionViewsPersonalSetting__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__ActionViewsSettings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__ActionViewsSettings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__ActionViewsSettings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__ActionViewsSettings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"ffr__ActionViewsSettings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"ffr__ActionViewsSettings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"ffr__ActionViewsSettings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__DataView__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataView__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataView__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffr__DataView__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffr__DataView__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__DataView__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__DataViewAction__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewAction__c","ffr__Dataview__c","ffr__Dataview__r","Lookup","ffr__DataView__c","ReferenceTo","Master-Detail(Dataview)"
"ffr__DataViewAction__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewAction__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__DataViewAction__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__DataviewCommonName__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataviewCommonName__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataviewCommonName__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffr__DataviewCommonName__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffr__DataviewCommonName__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__DataviewCommonName__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__DataViewField__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewField__c","ffr__DataView__c","ffr__DataView__r","Lookup","ffr__DataView__c","ReferenceTo","Master-Detail(Dataview)"
"ffr__DataViewField__c","ffr__DataViewJoin__c","ffr__DataViewJoin__r","Lookup","ffr__DataViewJoin__c","ReferenceTo","Lookup(DataView Join)"
"ffr__DataViewField__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewField__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__DataViewField__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__DataViewJoin__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewJoin__c","ffr__Dataview__c","ffr__Dataview__r","Lookup","ffr__DataView__c","ReferenceTo","Master-Detail(Dataview)"
"ffr__DataViewJoin__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewJoin__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__DataViewJoin__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__DataViewJoinFilter__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewJoinFilter__c","ffr__DataViewField__c","ffr__DataViewField__r","Lookup","ffr__DataViewField__c","ReferenceTo","Lookup(Dataview Field)"
"ffr__DataViewJoinFilter__c","ffr__DataViewJoin__c","ffr__DataViewJoin__r","Lookup","ffr__DataViewJoin__c","ReferenceTo","Master-Detail(DataView Join)"
"ffr__DataViewJoinFilter__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewJoinFilter__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__DataViewJoinFilter__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__DataViewTransposeItem__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewTransposeItem__c","ffr__DataViewField__c","ffr__DataViewField__r","Lookup","ffr__DataViewField__c","ReferenceTo","Master-Detail(Dataview Field)"
"ffr__DataViewTransposeItem__c","ffr__DataViewJoin__c","ffr__DataViewJoin__r","Lookup","ffr__DataViewJoin__c","ReferenceTo","Lookup(DataView Join)"
"ffr__DataViewTransposeItem__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__DataViewTransposeItem__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__DataViewTransposeItem__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__fflib_BatchProcess__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__fflib_BatchProcess__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__fflib_BatchProcess__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffr__fflib_BatchProcess__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffr__fflib_BatchProcess__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__fflib_BatchProcess__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__fflib_BatchProcessDetail__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__fflib_BatchProcessDetail__c","ffr__BatchProcess__c","ffr__BatchProcess__r","Lookup","ffr__fflib_BatchProcess__c","ReferenceTo","Master-Detail(FFR Batch Process)"
"ffr__fflib_BatchProcessDetail__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__fflib_BatchProcessDetail__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__fflib_BatchProcessDetail__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__fflib_SchedulerConfiguration__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__fflib_SchedulerConfiguration__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__fflib_SchedulerConfiguration__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffr__fflib_SchedulerConfiguration__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffr__fflib_SchedulerConfiguration__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__fflib_SchedulerConfiguration__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__Filter__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__Filter__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__Filter__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffr__Filter__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffr__Filter__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__Filter__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__FilterElement__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__FilterElement__c","ffr__Filter__c","ffr__Filter__r","Lookup","ffr__Filter__c","ReferenceTo","Master-Detail(Filter)"
"ffr__FilterElement__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__FilterElement__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__FilterElement__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__InquiryTemplate__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplate__c","ffr__Dataview__c","ffr__Dataview__r","Lookup","ffr__DataView__c","ReferenceTo","Lookup(Dataview)"
"ffr__InquiryTemplate__c","ffr__SummarizationTemplate__c","ffr__SummarizationTemplate__r","Lookup","ffr__SummarizationTemplate__c","ReferenceTo","Lookup(Summarization Template)"
"ffr__InquiryTemplate__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplate__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffr__InquiryTemplate__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffr__InquiryTemplate__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__InquiryTemplate__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__InquiryTemplateColumn__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplateColumn__c","ffr__DataViewField__c","ffr__DataViewField__r","Lookup","ffr__DataViewField__c","ReferenceTo","Lookup(Dataview Field)"
"ffr__InquiryTemplateColumn__c","ffr__DrillInquiryTemplate__c","ffr__DrillInquiryTemplate__r","Lookup","ffr__InquiryTemplate__c","ReferenceTo","Lookup(Action View Template)"
"ffr__InquiryTemplateColumn__c","ffr__InquiryTemplate__c","ffr__InquiryTemplate__r","Lookup","ffr__InquiryTemplate__c","ReferenceTo","Master-Detail(Action View Template)"
"ffr__InquiryTemplateColumn__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplateColumn__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__InquiryTemplateColumn__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__InquiryTemplateColumnFilter__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplateColumnFilter__c","ffr__DataViewField__c","ffr__DataViewField__r","Lookup","ffr__DataViewField__c","ReferenceTo","Lookup(Dataview Field)"
"ffr__InquiryTemplateColumnFilter__c","ffr__InquiryTemplateColumn__c","ffr__InquiryTemplateColumn__r","Lookup","ffr__InquiryTemplateColumn__c","ReferenceTo","Master-Detail(Action View Template Column)"
"ffr__InquiryTemplateColumnFilter__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplateColumnFilter__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__InquiryTemplateColumnFilter__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__InquiryTemplateColumnFormula__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplateColumnFormula__c","ffr__InquiryTemplateColumn__c","ffr__InquiryTemplateColumn__r","Lookup","ffr__InquiryTemplateColumn__c","ReferenceTo","Master-Detail(Action View Template Column)"
"ffr__InquiryTemplateColumnFormula__c","ffr__SourceColumn__c","ffr__SourceColumn__r","Lookup","ffr__InquiryTemplateColumn__c","ReferenceTo","Lookup(Action View Template Column)"
"ffr__InquiryTemplateColumnFormula__c","ffr__SourceField__c","ffr__SourceField__r","Lookup","ffr__DataViewField__c","ReferenceTo","Lookup(Dataview Field)"
"ffr__InquiryTemplateColumnFormula__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplateColumnFormula__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__InquiryTemplateColumnFormula__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffr__InquiryTemplateCommonName__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplateCommonName__c","ffr__DataviewField__c","ffr__DataviewField__r","Lookup","ffr__DataViewField__c","ReferenceTo","Master-Detail(Dataview Field)"
"ffr__InquiryTemplateCommonName__c","ffr__InquiryTemplate__c","ffr__InquiryTemplate__r","Lookup","ffr__InquiryTemplate__c","ReferenceTo","Master-Detail(Action View Template)"
"ffr__InquiryTemplateCommonName__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffr__InquiryTemplateCommonName__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffr__InquiryTemplateCommonName__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
