"source_object","target_object","relationship_field_count","fields"
"SCMC__Rebate_Line__c","SCMC__Condition_Code__c","1","SCMC__Condition_Code__c"
"SCMC__Rebate_Line__c","SCMC__Item__c","1","SCMC__Item__c"
"SCMC__Rebate_Line__c","SCMC__Rebate__c","1","SCMC__Rebate__c"
"SCMC__Rebate_Line__c","User","2","CreatedById;LastModifiedById"
"SCMC__Rebate_Line__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Receipt__c","Group","1","OwnerId"
"SCMC__Receipt__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Receipt__c","SCMC__Customer_Return__c","1","SCMC__Customer_Return__c"
"SCMC__Receipt__c","SCMC__Exchange_Order__c","1","SCMC__Exchange_Order__c"
"SCMC__Receipt__c","SCMC__Purchase_Order__c","1","SCMC__Purchase_Order__c"
"SCMC__Receipt__c","SCMC__Return_Material_Authorization__c","1","SCMC__Return_Material_Authorization__c"
"SCMC__Receipt__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Receipt__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Receipt_Line__c","c2g__codaJournal__c","1","msg_link_SMPRJE_id__c"
"SCMC__Receipt_Line__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Receipt_Line__c","SCMC__Customer_Return_Line__c","1","SCMC__Customer_Return_Line__c"
"SCMC__Receipt_Line__c","SCMC__Item__c","1","SCMC__Item_Number__c"
"SCMC__Receipt_Line__c","SCMC__Purchase_Order_Line_Item__c","1","SCMC__Purchase_Order_Line_Item__c"
"SCMC__Receipt_Line__c","SCMC__Receipt__c","1","SCMC__Receiver__c"
"SCMC__Receipt_Line__c","User","2","CreatedById;LastModifiedById"
"SCMC__Receipt_Line__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Received_Order__c","Group","1","OwnerId"
"SCMC__Received_Order__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Received_Order__c","SCMC__Sales_Order__c","1","SCMC__Sales_Order__c"
"SCMC__Received_Order__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Received_Order__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Received_Order_Line__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Received_Order_Line__c","SCMC__Received_Order__c","1","SCMC__Received_Order__c"
"SCMC__Received_Order_Line__c","User","2","CreatedById;LastModifiedById"
"SCMC__Received_Order_Line__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Received_RFQ__c","Group","1","OwnerId"
"SCMC__Received_RFQ__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Received_RFQ__c","SCMC__Customer_Quotation__c","1","SCMC__Customer_Quotation__c"
"SCMC__Received_RFQ__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Received_RFQ__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Received_RFQ_Item__c","Group","1","OwnerId"
"SCMC__Received_RFQ_Item__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Received_RFQ_Item__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__Received_RFQ_Item__c","SCMC__Received_RFQ__c","1","SCMC__RFQ__c"
"SCMC__Received_RFQ_Item__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Received_RFQ_Item__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Receiving_Inspection__c","Group","1","OwnerId"
"SCMC__Receiving_Inspection__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Receiving_Inspection__c","RecordType","1","RecordTypeId"
"SCMC__Receiving_Inspection__c","SCMC__Condition_Code__c","1","SCMC__Condition_Code__c"
"SCMC__Receiving_Inspection__c","SCMC__Item__c","2","SCMC__Item_Number__c;SCMC__Measurement_Test_Equipment_Utilized__c"
"SCMC__Receiving_Inspection__c","SCMC__Ownership_Code__c","1","SCMC__Ownership_Code__c"
"SCMC__Receiving_Inspection__c","SCMC__Production_Order__c","1","SCMC__Production_Order__c"
"SCMC__Receiving_Inspection__c","SCMC__Receipt_Line__c","1","SCMC__Receipt_Line__c"
"SCMC__Receiving_Inspection__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Receiving_Inspection__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__ReOrder_Criteria__c","Record Visibility","1","RecordVisibilityId"
"SCMC__ReOrder_Criteria__c","SCMC__Condition_Code__c","1","SCMC__Condition_Code__c"
"SCMC__ReOrder_Criteria__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__ReOrder_Criteria__c","SCMC__Ownership_Code__c","1","SCMC__Ownership_Code__c"
"SCMC__ReOrder_Criteria__c","SCMC__Warehouse__c","1","SCMC__Warehouse__c"
"SCMC__ReOrder_Criteria__c","User","2","CreatedById;LastModifiedById"
"SCMC__ReOrder_Criteria__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Requisition__c","Account","1","SCMC__Procured_for__c"
"SCMC__Requisition__c","Group","1","OwnerId"
"SCMC__Requisition__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Requisition__c","SCMC__Customer_Address__c","1","SCMC__Override_Ship_to_Address__c"
"SCMC__Requisition__c","SCMC__Ownership_Code__c","1","SCMC__Ownership__c"
"SCMC__Requisition__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Requisition__c","SCMC__Warehouse__c","1","SCMC__Warehouse__c"
"SCMC__Requisition__c","User","4","CreatedById;LastModifiedById;OwnerId;SCMC__Buyer__c"
"SCMC__Requisition__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Requisition_Line_Item__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Requisition_Line_Item__c","RecordType","1","RecordTypeId"
"SCMC__Requisition_Line_Item__c","SCMC__Condition_Code__c","1","SCMC__Condition_Code__c"
"SCMC__Requisition_Line_Item__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__Requisition_Line_Item__c","SCMC__Product_Group__c","1","SCMC__Product_Group__c"
"SCMC__Requisition_Line_Item__c","SCMC__Production_Order_Line__c","1","SCMC__Production_Order_Line__c"
"SCMC__Requisition_Line_Item__c","SCMC__Purchase_Contract_Line__c","1","SCMC__Purchase_Contract_Line_Award__c"
"SCMC__Requisition_Line_Item__c","SCMC__Purchase_Order_Line_Item__c","1","SCMC__Purchase_Order_Award__c"
"SCMC__Requisition_Line_Item__c","SCMC__Requisition__c","1","SCMC__Requisition__c"
"SCMC__Requisition_Line_Item__c","SCMC__Sales_Order_Line_Item__c","1","SCMC__Sales_Order_Association__c"
"SCMC__Requisition_Line_Item__c","SCMC__Sourcing_Request_Line__c","1","SCMC__Sourcing_Request_Line__c"
"SCMC__Requisition_Line_Item__c","SCMC__Supplier_Catalogue_Item__c","1","SCMC__Supplier_Catalogue_Item__c"
"SCMC__Requisition_Line_Item__c","SCMC__Warehouse__c","1","SCMC__Warehouse__c"
"SCMC__Requisition_Line_Item__c","User","3","CreatedById;LastModifiedById;SCMC__Buyer_User__c"
"SCMC__Requisition_Line_Item__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Return_Material_Authorization__c","Account","1","SCMC__Customer_Account__c"
"SCMC__Return_Material_Authorization__c","Group","1","OwnerId"
"SCMC__Return_Material_Authorization__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Return_Material_Authorization__c","SCMC__Currency_Master__c","1","SCMC__Currency__c"
"SCMC__Return_Material_Authorization__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__Return_Material_Authorization__c","SCMC__Ownership_Code__c","1","SCMC__Ownership__c"
"SCMC__Return_Material_Authorization__c","SCMC__Sales_Order__c","1","SCMC__Sales_Order__c"
"SCMC__Return_Material_Authorization__c","SCMC__Sales_Order_Line_Item__c","1","SCMC__Sales_Order_Line_Item__c"
"SCMC__Return_Material_Authorization__c","SCMC__Warehouse__c","1","SCMC__Material_Return_Warehouse__c"
"SCMC__Return_Material_Authorization__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Return_Material_Authorization__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__RTV__c","Group","1","OwnerId"
"SCMC__RTV__c","Record Visibility","1","RecordVisibilityId"
"SCMC__RTV__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__RTV__c","SCMC__Purchase_Order_Line_Item__c","1","SCMC__Purchase_Order_Line_Item__c"
"SCMC__RTV__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__RTV__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__RTV__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Sales_Order__c","Account","3","Account__c;SCMC__Customer_Account__c;SCMC__Override_Billing_Account__c"
"SCMC__Sales_Order__c","c2g__codaCompany__c","1","SCMFFA__Company__c"
"SCMC__Sales_Order__c","Contact","3","Invoice_To__c;Meter_Contact__c;Recipient__c"
"SCMC__Sales_Order__c","fferpcore__ff_Engagement__c","1","SCMC__Engagement__c"
"SCMC__Sales_Order__c","Group","1","OwnerId"
"SCMC__Sales_Order__c","Opportunity","1","link_Opp2SO_Id__c"
"SCMC__Sales_Order__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Sales_Order__c","RecordType","1","RecordTypeId"
"SCMC__Sales_Order__c","SCMC__Currency_Master__c","1","SCMC__Currency__c"
"SCMC__Sales_Order__c","SCMC__Customer_Address__c","3","SCMC__Actual_Bill_To_Address__c;SCMC__Actual_Ship_To_Address__c;SCMC__Override_Billing_Account_Address__c"
"SCMC__Sales_Order__c","SCMC__Customer_Quotation__c","1","SCMC__Customer_Quotation__c"
"SCMC__Sales_Order__c","SCMC__Ownership_Code__c","1","SCMC__Ownership__c"
"SCMC__Sales_Order__c","SCMC__PO_Payment_Terms__c","1","SCMC__Payment_Terms__c"
"SCMC__Sales_Order__c","SCMC__Price_Type__c","1","SCMC__Price_Type__c"
"SCMC__Sales_Order__c","SCMC__Sales_Order__c","1","SCMC__Original_Sales_Order__c"
"SCMC__Sales_Order__c","SCMC__Standard_Order_Detail__c","1","SCMC__Standard_Order_Detail__c"
"SCMC__Sales_Order__c","SCMC__Tax_Code__c","1","SCMC__Tax_Code__c"
"SCMC__Sales_Order__c","SCMC__Warehouse__c","1","SCMC__Warehouse__c"
"SCMC__Sales_Order__c","User","8","Billing_Analyst__c;CreatedById;Invoice_Owner__c;LastModifiedById;MACD_Analyst__c;OP_Owner__c;OwnerId;SCMC__Primary_Sales_Rep__c"
"SCMC__Sales_Order__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Sales_Order_Line_Item__c","Contact","1","Recipient__c"
"SCMC__Sales_Order_Line_Item__c","OpportunityLineItem","1","link_Opp2SO_Id__c"
"SCMC__Sales_Order_Line_Item__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Sales_Order_Line_Item__c","RecordType","1","RecordTypeId"
"SCMC__Sales_Order_Line_Item__c","SCMC__AP_Voucher_Line__c","1","SCMC__AP_Voucher_Line__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Condition_Code__c","1","SCMC__Condition_Code__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Customer_Address__c","1","Deliver_To__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Customer_Quotation_Line__c","1","SCMC__Customer_Quotation_Line__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Invoice_Line_Item__c","1","Invoice_Line_Item__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Purchase_Order_Line_Item__c","1","SCMC__Purchase_Order_Line_Item__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Return_Material_Authorization__c","1","SCMC__Warranty_Claim__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Sales_Order__c","1","SCMC__Sales_Order__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Sales_Order_Line_Item__c","2","Parent_Sales_Order_Line_Item__c;SCMC__Original_Sales_Order_Line_Item__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Service_Order_Line__c","1","SCMC__Service_Contract_Line__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Tax_Code__c","1","SCMC__Tax_Code__c"
"SCMC__Sales_Order_Line_Item__c","SCMC__Warehouse__c","1","SCMC__Core_Return_Warehouse__c"
"SCMC__Sales_Order_Line_Item__c","User","2","CreatedById;LastModifiedById"
"SCMC__Sales_Order_Line_Item__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Sales_Responsibility__c","Group","1","OwnerId"
"SCMC__Sales_Responsibility__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Sales_Responsibility__c","SCMC__Sales_Responsibility__c","1","SCMC__Reports_To__c"
"SCMC__Sales_Responsibility__c","User","4","CreatedById;LastModifiedById;OwnerId;SCMC__Managed_By__c"
"SCMC__Sales_Responsibility__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__SCM_Plugins__c","Organization","1","SetupOwnerId"
"SCMC__SCM_Plugins__c","Profile","1","SetupOwnerId"
"SCMC__SCM_Plugins__c","Record Visibility","1","RecordVisibilityId"
"SCMC__SCM_Plugins__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"SCMC__SCM_Plugins__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Serial_Number__c","Group","1","OwnerId"
"SCMC__Serial_Number__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Serial_Number__c","SCMC__AP_Voucher_Line__c","1","SCMC__AP_Voucher_Line__c"
"SCMC__Serial_Number__c","SCMC__Credit_Invoice_Line__c","1","SCMC__Credit_Invoice_Line__c"
"SCMC__Serial_Number__c","SCMC__Customer_Return_Line__c","1","SCMC__Customer_Return_Line__c"
"SCMC__Serial_Number__c","SCMC__Invoice_Line_Item__c","1","SCMC__Invoice_Line_Item__c"
"SCMC__Serial_Number__c","SCMC__Item__c","1","SCMC__Item__c"
"SCMC__Serial_Number__c","SCMC__Ownership_Code__c","1","SCMC__Ownership_Code__c"
"SCMC__Serial_Number__c","SCMC__Production_Order__c","1","SCMC__Production_Order__c"
"SCMC__Serial_Number__c","SCMC__Production_Order_Line__c","1","SCMC__Production_Order_Line__c"
"SCMC__Serial_Number__c","SCMC__Purchase_Order_Line_Item__c","2","SCMC__Purchase_Order_Line_Item__c;SCMC__Service_Purchase_Order_Line_Item__c"
"SCMC__Serial_Number__c","SCMC__Reason_Code__c","1","SCMC__Reason_Code__c"
"SCMC__Serial_Number__c","SCMC__Rebate_Claim__c","1","SCMC__Rebate_Claim__c"
"SCMC__Serial_Number__c","SCMC__Receipt_Line__c","1","SCMC__Receipt_Line__c"
"SCMC__Serial_Number__c","SCMC__Receiving_Inspection__c","1","SCMC__Receiving_Inspection__c"
"SCMC__Serial_Number__c","SCMC__Return_Material_Authorization__c","1","SCMC__Return_Material_Authorization__c"
"SCMC__Serial_Number__c","SCMC__Sales_Order_Line_Item__c","1","SCMC__Sales_Order_Line_Item__c"
"SCMC__Serial_Number__c","SCMC__Serial_Number__c","1","SCMC__Original_Serial_Number_Record__c"
"SCMC__Serial_Number__c","SCMC__Service_Order_Line__c","1","SCMC__Service_Contract_Line__c"
"SCMC__Serial_Number__c","SCMC__Shipping__c","1","SCMC__Shipping__c"
"SCMC__Serial_Number__c","SCMC__Transfer_Request_Line__c","2","SCMC__Last_Transfer_Request_Line__c;SCMC__Transfer_Request_Line__c"
"SCMC__Serial_Number__c","SCMC__Warehouse__c","1","SCMC__Warehouse__c"
"SCMC__Serial_Number__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Serial_Number__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Serial_Number_Related_Record__c","Group","1","OwnerId"
"SCMC__Serial_Number_Related_Record__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Serial_Number_Related_Record__c","SCMC__Ownership_Code__c","1","SCMC__Ownership__c"
"SCMC__Serial_Number_Related_Record__c","SCMC__Sales_Order_Line_Item__c","1","SCMC__Sales_Order_Line_Item__c"
"SCMC__Serial_Number_Related_Record__c","SCMC__Serial_Number__c","1","SCMC__Serial_Number__c"
"SCMC__Serial_Number_Related_Record__c","SCMC__Service_Order_Line__c","1","SCMC__Service_Contract_Line__c"
"SCMC__Serial_Number_Related_Record__c","SCMC__Shipping__c","1","SCMC__Shipping__c"
"SCMC__Serial_Number_Related_Record__c","SCMC__Transfer_Request_Line__c","1","SCMC__Transfer_Request_Line__c"
"SCMC__Serial_Number_Related_Record__c","SCMC__Warehouse__c","1","SCMC__Warehouse__c"
"SCMC__Serial_Number_Related_Record__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Serial_Number_Related_Record__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Service_Order__c","Account","3","SCMC__Customer_Account_Sold_To__c;SCMC__Original_Override_Bill_To_Account__c;SCMC__Override_Bill_To_Account__c"
"SCMC__Service_Order__c","c2g__codaCompany__c","1","SCMFFA__Company__c"
"SCMC__Service_Order__c","Group","1","OwnerId"
"SCMC__Service_Order__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Service_Order__c","RecordType","1","RecordTypeId"
"SCMC__Service_Order__c","SCMC__Currency_Master__c","1","SCMC__Currency__c"
"SCMC__Service_Order__c","SCMC__Customer_Address__c","6","SCMC__Original_New_Override_Ship_To_Address__c;SCMC__Original_Override_Bill_To_Account_Addres__c;SCMC__Original_Override_Bill_To_Address__c;SCMC__Override_Bill_To_Account_Address__c;SCMC__Override_Bill_To_Address__c;SCMC__Override_Ship_To_Address__c"
"SCMC__Service_Order__c","SCMC__Customer_Quotation__c","2","SCMC__Current_Customer_Quotation__c;SCMC__Original_Customer_Quotation__c"
"SCMC__Service_Order__c","SCMC__Price_Type__c","1","SCMC__Price_Type__c"
"SCMC__Service_Order__c","SCMC__Sales_Order__c","1","SCMC__Sales_Order__c"
"SCMC__Service_Order__c","SCMC__Service_Term__c","2","SCMC__Original_Service_Term_Record__c;SCMC__Service_Term_Record__c"
"SCMC__Service_Order__c","SCMC__Warehouse__c","1","SCMC__Warehouse__c"
"SCMC__Service_Order__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Service_Order__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Service_Order_Line__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Service_Order_Line__c","RecordType","1","RecordTypeId"
"SCMC__Service_Order_Line__c","SCMC__Change_Request_Line__c","2","SCMC__Current_Change_Request_Line__c;SCMC__Original_Change_Request_Line__c"
"SCMC__Service_Order_Line__c","SCMC__Currency_Master__c","1","SCMC__Currency__c"
"SCMC__Service_Order_Line__c","SCMC__Customer_Address__c","1","SCMC__Override_Ship_to_Address__c"
"SCMC__Service_Order_Line__c","SCMC__Customer_Quotation_Line__c","2","SCMC__Current_Customer_Quotation_Line__c;SCMC__Original_Customer_Quotation_Line__c"
"SCMC__Service_Order_Line__c","SCMC__Item__c","1","SCMC__Item_Number__c"
"SCMC__Service_Order_Line__c","SCMC__Price_Type__c","1","SCMC__Price_Type__c"
"SCMC__Service_Order_Line__c","SCMC__Quote_Line_Group__c","1","SCMC__Quote_Line_Group__c"
"SCMC__Service_Order_Line__c","SCMC__Sales_Order_Line_Item__c","1","SCMC__Sales_Order_Line_Item__c"
"SCMC__Service_Order_Line__c","SCMC__Service_Order__c","1","SCMC__Service_Order__c"
"SCMC__Service_Order_Line__c","SCMC__Service_Term__c","2","SCMC__Original_Service_Term__c;SCMC__Service_Term__c"
"SCMC__Service_Order_Line__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Service_Order_Line__c","SCMC__Warehouse__c","1","SCMC__Warehouse__c"
"SCMC__Service_Order_Line__c","User","2","CreatedById;LastModifiedById"
"SCMC__Service_Order_Line__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Service_Order_Line_Option__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Service_Order_Line_Option__c","SCMC__Change_Request_Line__c","2","SCMC__Current_Change_Request_Line__c;SCMC__Original_Change_Request_Line__c"
"SCMC__Service_Order_Line_Option__c","SCMC__Currency_Master__c","1","SCMC__Currency__c"
"SCMC__Service_Order_Line_Option__c","SCMC__Customer_Quotation_Line__c","2","SCMC__Current_Customer_Quotation_Line__c;SCMC__Original_Customer_Quotation_Line__c"
"SCMC__Service_Order_Line_Option__c","SCMC__Item_Option__c","1","SCMC__Item_Option__c"
"SCMC__Service_Order_Line_Option__c","SCMC__Price_Type__c","1","SCMC__Price_Type__c"
"SCMC__Service_Order_Line_Option__c","SCMC__Service_Order_Line__c","1","SCMC__Service_Order_Line__c"
"SCMC__Service_Order_Line_Option__c","SCMC__Service_Term__c","1","SCMC__Service_Term__c"
"SCMC__Service_Order_Line_Option__c","User","2","CreatedById;LastModifiedById"
"SCMC__Service_Order_Line_Option__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Service_Term__c","Group","1","OwnerId"
"SCMC__Service_Term__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Service_Term__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Service_Term__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Shipping__c","Contact","1","SCMC__Customer_Account_Contact__c"
"SCMC__Shipping__c","Group","1","OwnerId"
"SCMC__Shipping__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Shipping__c","RecordType","1","RecordTypeId"
"SCMC__Shipping__c","SCMC__Invoicing__c","1","SCMC__Invoicing__c"
"SCMC__Shipping__c","SCMC__Picklist__c","1","SCMC__Picklist__c"
"SCMC__Shipping__c","SCMC__Purchase_Order__c","1","SCMC__Purchase_Order__c"
"SCMC__Shipping__c","SCMC__Sales_Order__c","1","SCMC__Sales_Order__c"
"SCMC__Shipping__c","SCMC__Supplier_Contact__c","1","SCMC__Supplier_Contact__c"
"SCMC__Shipping__c","SCMC__Transfer_Request__c","1","SCMC__Transfer_Request__c"
"SCMC__Shipping__c","SCMC__Truck_Load__c","1","SCMC__Truck_Load__c"
"SCMC__Shipping__c","SCMC__Warehouse__c","1","SCMC__Receiving_Warehouse__c"
"SCMC__Shipping__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Shipping__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Sourcing__c","Group","1","OwnerId"
"SCMC__Sourcing__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Sourcing__c","SCMC__Currency_Master__c","1","SCMC__Currency_Master__c"
"SCMC__Sourcing__c","SCMC__Warehouse__c","1","SCMC__Deliver_to_Warehouse__c"
"SCMC__Sourcing__c","User","4","CreatedById;LastModifiedById;OwnerId;SCMC__Buyer_User__c"
"SCMC__Sourcing__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Sourcing_Request_Line__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Sourcing_Request_Line__c","RecordType","1","RecordTypeId"
"SCMC__Sourcing_Request_Line__c","SCMC__Condition_Code__c","1","SCMC__Condition_Code__c"
"SCMC__Sourcing_Request_Line__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__Sourcing_Request_Line__c","SCMC__Requisition_Line_Item__c","1","SCMC__Requisition_Line_Item__c"
"SCMC__Sourcing_Request_Line__c","SCMC__Sourcing__c","1","SCMC__Sourcing__c"
"SCMC__Sourcing_Request_Line__c","SCMC__Warehouse__c","1","SCMC__Deliver_to_Warehouse__c"
"SCMC__Sourcing_Request_Line__c","User","2","CreatedById;LastModifiedById"
"SCMC__Sourcing_Request_Line__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Sourcing_Response__c","Group","1","OwnerId"
"SCMC__Sourcing_Response__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Sourcing_Response__c","SCMC__Condition_Code__c","1","SCMC__Condition_Code__c"
"SCMC__Sourcing_Response__c","SCMC__Customer_Quotation_Line__c","1","SCMC__Customer_Quotation_Line__c"
"SCMC__Sourcing_Response__c","SCMC__Sourcing__c","1","SCMC__Request_for_Quotation__c"
"SCMC__Sourcing_Response__c","SCMC__Sourcing_Request_Line__c","1","SCMC__Sourcing_Request_Line__c"
"SCMC__Sourcing_Response__c","SCMC__Sourcing_to_Supplier_Association__c","1","SCMC__Sourcing_to_Supplier_Association__c"
"SCMC__Sourcing_Response__c","SCMC__Supplier_Contact__c","1","SCMC__Supplier_Contact__c"
"SCMC__Sourcing_Response__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Sourcing_Response__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Sourcing_Response__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Sourcing_to_Supplier_Association__c","Group","1","OwnerId"
"SCMC__Sourcing_to_Supplier_Association__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Sourcing_to_Supplier_Association__c","SCMC__Customer_Quotation__c","1","SCMC__Customer_Quotation__c"
"SCMC__Sourcing_to_Supplier_Association__c","SCMC__Sourcing__c","1","SCMC__Sourcing__c"
"SCMC__Sourcing_to_Supplier_Association__c","SCMC__Supplier_Contact__c","1","SCMC__Supplier_Contact__c"
"SCMC__Sourcing_to_Supplier_Association__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Sourcing_to_Supplier_Association__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Sourcing_to_Supplier_Association__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Standard_Order_Detail__c","Account","1","SCMC__Account__c"
"SCMC__Standard_Order_Detail__c","Group","1","OwnerId"
"SCMC__Standard_Order_Detail__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Standard_Order_Detail__c","SCMC__Standard_Order_Type__c","1","SCMC__Standard_Order_Type__c"
"SCMC__Standard_Order_Detail__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Standard_Order_Detail__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Standard_Order_Line__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Standard_Order_Line__c","SCMC__Condition_Code__c","1","SCMC__Condition__c"
"SCMC__Standard_Order_Line__c","SCMC__Item__c","1","SCMC__Item__c"
"SCMC__Standard_Order_Line__c","SCMC__Price__c","1","SCMC__Price_Record__c"
"SCMC__Standard_Order_Line__c","SCMC__Standard_Order_Detail__c","1","SCMC__Standard_Order_Detail__c"
"SCMC__Standard_Order_Line__c","User","2","CreatedById;LastModifiedById"
"SCMC__Standard_Order_Line__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Standard_Order_Type__c","Group","1","OwnerId"
"SCMC__Standard_Order_Type__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Standard_Order_Type__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Standard_Order_Type__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Action__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Action__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Supplier_Action__c","User","2","CreatedById;LastModifiedById"
"SCMC__Supplier_Action__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Catalogue__c","Group","1","OwnerId"
"SCMC__Supplier_Catalogue__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Catalogue__c","SCMC__Currency_Master__c","1","SCMC__Currency__c"
"SCMC__Supplier_Catalogue__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Supplier_Catalogue__c","User","4","CreatedById;LastModifiedById;OwnerId;SCMC__Buyer_User__c"
